GeneID,Symbol,Experimental_Essentiality,FBA_Essentiality
100755554,Slc17a3,0,0
100756142,Slc17a4,0,0
100757887,Slc17a5,0,0
100773912,Slc17a6,0,0
100756172,Slc17a7,0,0
100763319,Slc17a8,0,0
100755842,Slc18a1,0,0
100774860,Slc18a2,0,0
100770013,Slc18a3,0,0
100689407,Slc19a1,0,0
100763232,Slc19a2,0,0
100760895,Slc1a1,0,0
100752285,Slc1a2,0,0
100689464,Slc1a3,0,0
100689351,Slc1a4,0,0
100763902,Slc1a5,0,0
100770833,Slc1a6,0,0
100767052,Slc1a7,0,0
100689025,Slc20a1,1,0
100689023,Slc20a2,0,0
100763203,Slc22a1,0,0
100756772,Slc22a12,0,0
100753777,Slc22a16,0,0
100761164,Slc22a2,0,0
100763775,Slc22a3,0,0
100755815,Slc22a6,0,0
100757046,Slc22a7,0,0
100756399,Slc22a8,0,0
100757803,Slc23a1,0,0
100761922,Slc23a2,0,0
100773154,Slc24a1,0,0
100758236,Slc24a2,0,0
100764911,Slc24a3,0,0
100752949,Slc24a4,0,0
100762640,Slc24a5,0,0
100751442,Slc25a1,1,0
100766192,Slc25a10,1,0
100770598,Slc25a11,1,0
100768097,Slc25a12,1,0
100766212,Slc25a13,1,0
100770799,Slc25a14,1,0
100773024,Slc25a15,1,0
100761558,Slc25a16,1,0
100765307,Slc25a17,1,0
100756941,Slc25a18,1,0
100769919,Slc25a19,1,0
100765000,Slc25a20,0,0
100756680,Slc25a21,0,0
100752846,Slc25a22,0,0
100750391,Slc25a23,0,0
100755982,Slc25a25,0,0
100769239,Slc25a26,1,0
100758598,Slc25a27,1,0
100753159,Slc25a28,0,0
100758020,Slc25a3,1,0
100767752,Slc25a30,1,0
100773145,Slc25a31,1,0
100689360,Slc25a32,1,0
100764208,Slc25a36,1,0
100772406,Slc25a37,1,0
100757130,Slc25a38,1,0
100751779,Slc25a4,0,0
100750759,Slc25a42,0,0
100769087,Slc25a5,0,0
103159861,Slc26a1,0,0
100757714,Slc26a11,0,0
100757714,Slc26a11,0,0
100762932,Slc26a2,0,0
100757051,Slc26a3,0,0
100757917,Slc26a4,0,0
100755962,Slc26a5,0,0
100760402,Slc26a6,1,0
100767475,Slc26a7,0,0
100764091,Slc26a8,0,0
100756633,Slc26a9,0,0
100774950,Slc27a1,0,0
100754190,Slc27a2,0,0
100752129,Slc27a3,0,0
100765865,Slc27a4,0,0
100765567,Slc27a5,0,0
100774029,Slc27a6,0,0
100774101,Slc28a2,0,0
100761966,Slc29a2,0,0
100767453,Slc29a3,0,0
100758998,Slc29a4,0,0
100753506,Slc2a1,0,0
100774864,Slc2a10,0,0
100769616,Slc2a12,0,0
100750908,Slc2a2,0,0
100766656,Slc2a4,0,0
100756706,Slc2a5,0,0
100769228,Slc2a6,0,0
100761956,Slc2a8,0,0
100752981,Slc2a9,0,0
100751596,Slc30a1,1,0
100774627,Slc30a10,1,0
100772645,Slc30a4,0,0
100775027,Slc30a8,0,0
100767136,Slc30a9,0,0
100689094,Slc31a1,0,0
100754404,Slc31a2,0,0
100760747,Slc32a1,0,0
100756415,Slc33a1,1,0
100771562,Slc34a1,0,0
100759469,Slc34a2,0,0
100773189,Slc34a3,0,0
100689322,Slc35a1,0,0
100689031,Slc35a2,1,0
100689394,Slc35a3,0,0
100756934,Slc35b1,1,0
100758269,Slc35b2,0,0
100767088,Slc35b3,0,0
100689030,Slc35b4,0,0
100689382,Slc35c1,0,0
100751278,Slc35d1,0,0
100759470,Slc35d2,0,0
100756137,Slc35g1,0,0
100765147,Slc37a1,0,0
100755431,Slc37a2,0,0
100770346,Slc37a3,0,0
100758396,Slc37a4,0,0
100769511,Slc38a1,0,0
100689188,Slc38a2,1,0
100754504,Slc38a3,0,0
100769795,Slc38a4,0,0
100769795,Slc38a4,0,0
100767098,Slc38a5,0,0
100752560,Slc38a6,0,0
100762550,Slc38a7,0,0
100766982,Slc39a1,0,0
100754926,Slc39a10,1,0
100753680,Slc39a11,0,0
100751155,Slc39a12,0,0
100759674,Slc39a13,0,0
100768099,Slc39a14,1,0
100752281,Slc39a2,0,0
100774781,Slc39a3,0,0
100755397,Slc39a4,0,0
100751461,Slc39a5,0,0
100764156,Slc39a6,0,0
100767442,Slc39a8,1,0
100767442,Slc39a8,1,0
100758147,Slc39a9,0,0
100765887,Slc3a1,0,0
100689315,Slc3a2,1,0
100770310,Slc40a1,0,0
100756335,Slc41a1,0,0
100762387,Slc41a3,0,0
100757617,Slc43a1,0,0
100767730,Slc43a2,0,0
100766177,Slc44a1,0,0
100757777,Slc44a2,0,0
100771880,Slc45a2,0,0
100755754,Slc45a3,0,0
100775003,Slc45a4,0,0
100757832,Slc46a1,0,0
100767330,Slc48a1,0,0
100755180,Slc4a1,0,0
100766143,Slc4a10,0,0
100762427,Slc4a2,0,0
100767310,Slc4a3,0,0
100771517,Slc4a5,0,0
100770901,Slc4a7,1,0
100773077,Slc4a8,0,0
100752461,Slc4a9,0,0
100757783,Slc50a1,0,0
100753765,Slc51a,0,0
100751085,Slc51b,0,0
100755690,Slc52a2,0,0
100759942,Slc52a3,0,0
100767281,Slc5a1,0,0
100750825,Slc5a10,0,0
100758893,Slc5a11,0,0
100760313,Slc5a12,0,0
100770888,Slc5a2,0,0
100759273,Slc5a3,0,0
100753604,Slc5a5,0,0
100765026,Slc5a6,1,0
100764885,Slc5a7,0,0
100773217,Slc5a8,0,0
100758999,Slc5a9,0,0
100760370,Slc6a1,0,0
100752493,Slc6a11,0,0
100752445,Slc6a12,0,0
100752749,Slc6a13,0,0
100751194,Slc6a14,0,0
100758864,Slc6a15,0,0
100769158,Slc6a17,0,0
100769158,Slc6a17,0,0
100762871,Slc6a18,0,0
100762288,Slc6a19,0,0
100773003,Slc6a2,0,0
100754706,Slc6a4,0,0
100761450,Slc6a5,0,0
100765478,Slc6a6,0,0
100764967,Slc6a7,0,0
100752334,Slc6a8,0,0
100774471,Slc6a9,0,0
100689176,Slc7a1,0,0
100769905,Slc7a10,0,0
100764546,Slc7a11,0,0
100772617,Slc7a2,0,0
100771829,Slc7a3,0,0
100757506,Slc7a4,0,0
100768667,Slc7a5,0,0
100760403,Slc7a6,0,0
100768258,Slc7a7,0,0
100770731,Slc7a8,0,0
100759612,Slc7a9,0,0
100760799,Slc8a1,0,0
100765653,Slc8a2,0,0
100765404,Slc8a3,0,0
100771144,Slc8b1,0,0
100689320,Slc9a1,0,0
100757298,Slc9a2,0,0
100755928,Slc9a3,0,0
100757585,Slc9a4,0,0
100766142,Slc9a5,0,0
100768229,Slc9a6,0,0
100769981,Slc9a7,0,0
100759611,Slc9a8,0,0
100761317,Slc9a9,0,0
100766358,Slc9b1,0,0
100765773,Slc9b2,1,0
100755156,Slc9c2,0,0
100774298,Slco1b3,0,0
100772065,Slco1c1,0,0
100771580,Slco2a1,0,0
100763633,Slco2b1,0,0
100760145,Slco3a1,0,0
100756146,Slco4a1,0,0
100759262,Slco4c1,0,0
100763379,Smox,0,0
100760557,Smpd1,0,0
100771550,Smpd2,0,0
100755276,Smpd3,0,0
100753418,Smpd4,0,0
100753198,Sms,0,0
100689317,Soat1,0,0
100752385,Soat2,0,0
100765091,Sod1,1,0
100760320,Sod2,0,0
100765292,Sod3,0,0
100751427,Sord,0,0
100762175,Spcs1,0,0
100755739,Spcs2,1,0
100753146,Spcs3,1,0
100762053,Sphk1,0,0
100774790,Sphk2,0,0
100766250,Spns1,0,0
100758091,Spns2,0,0
100757800,Spns3,0,0
100767396,Spr,0,0
100689326,Sptlc1,1,1
100689415,Sptlc2,1,1
100770263,Sptlc3,0,1
100764834,Sqle,1,1
100764834,Sqle,1,1
100770919,Sqor,0,0
100761447,Srd5a1,0,0
100766917,Srd5a2,0,0
100770660,Srd5a3,0,0
100756588,Srm,0,0
100765356,Srr,0,0
100767717,St3gal2,0,0
100767717,St3gal2,0,0
100689187,St3gal3,0,0
100689440,St3gal4,0,0
100754838,St3gal5,0,0
100771326,St3gal6,0,0
100689389,St6gal1,0,0
100763756,St6gal2,0,0
100762285,St6galnac3,0,0
100759381,St6galnac5,0,0
100757138,St6galnac6,0,0
100768920,St8sia1,0,0
100764454,St8sia3,0,0
100750766,St8sia5,0,0
100774188,St8sia6,0,0
100759029,Stard3,0,0
100757023,Stra6,0,0
100751391,Stt3a,1,0
100752084,Stt3b,1,0
100761589,Sucla2,0,0
100761589,Sucla2,0,0
100751457,Suclg1,0,0
100752265,Suclg2,0,0
100770206,Sugct,0,0
100764411,Sult1b1,0,0
100774216,Sult2b1,0,0
100773186,Sult4a1,0,0
100757336,Sult6b1,0,0
100768542,Suox,0,0
100764568,Suv39h1,1,0
100755145,Suv39h2,0,0
100757174,Synj1,0,0
100774472,Synj2,0,0
100689344,Taldo1,0,0
100773026,Tars1,1,0
100772235,Tars3,0,0
100754678,Tat,0,0
100772642,Tbxas1,0,0
100755303,Tcirg1,0,0
100768126,Tdo2,0,0
100761652,Tecr,1,0
100767329,Tecrl,1,0
100760805,Tent2,0,1
100760867,Tent4a,0,1
100767620,Tgds,0,0
100760127,Th,0,0
100769809,Them4,0,0
100769525,Them5,0,0
100764351,Thtpa,0,0
100689285,Tk1,0,0
100766785,Tk2,0,0
100765605,Tkfc,0,0
100774058,Tkt,1,0
100772462,Tktl1,1,0
100754020,Tktl2,1,0
100766362,Tm7sf2,0,1
100756251,Tmem30a,0,0
100751875,Tmem30b,0,0
100757720,Tmlhe,0,0
100767923,Tph1,0,0
100763947,Tph2,0,0
100767338,Tpi1,0,0
100768444,Tpk1,0,0
100774668,Tpo,0,0
100759190,Tpp1,0,0
100773025,Trdmt1,0,0
100759542,Treh,0,0
100689314,Tst,0,0
100769790,Ttpal,0,0
100775078,Tusc3,0,0
100756173,Tut1,0,1
100755521,Tut4,0,1
100767495,Tut7,0,1
100771594,Txnrd1,1,0
100770343,Txnrd2,0,0
100770105,Txnrd3,0,0
100757152,Tymp,0,0
100754276,Tyms,1,1
100774614,Tyrp1,0,0
100768154,Uap1,0,0
100771350,Uap1l1,0,0
100754740,Uck1,0,0
100760992,Uck2,0,0
100763963,Uckl1,0,0
100772970,Ucp1,0,0
100758689,Ucp3,0,0
100751959,Uevld,0,0
100689432,Ugcg,0,0
100773968,Uggt1,0,0
100762273,Uggt2,0,0
100689325,Ugp2,1,1
100756786,Umps,1,1
100762944,Upb1,0,0
100752663,Upp1,0,0
100758277,Upp2,0,0
100764380,Uprt,0,0
100762187,Urad,0,0
100761511,Uroc1,0,0
100753284,Urod,1,0
100757472,Uros,1,0
100760763,Ust,0,0
100763471,Uxs1,1,0
100769994,Vars1,1,1
100755870,Vars2,1,0
100765792,Vdac1,0,0
100761812,Vdac2,0,0
100774187,Vdac3,0,0
100750608,Vnn1,0,0
100767856,Wars1,1,1
100772881,Wars2,1,0
100766626,Xdh,0,0
100750358,Xpo6,0,0
100750358,Xpo6,0,0
100750532,Xpo7,0,0
100750577,Xylb,0,0
100756878,Xylt1,0,0
100759604,Xylt2,0,0
100751260,Yars1,1,1
100751113,Yars2,1,0
100766003,Znf862,0,0
